,Company Name,Listed Date,Issue Price,Listing Day Close,Listing Day Gain,Current Price,Profit/Loss,Year,Is_Successful
77,Anya Polytech & Fertilizers Limited,2025-01-02,14,17.95,0.002821,,0.009285999999999999,2025,0
78,Newmalayalam Steel Limited,2024-12-27,90,85.5,-0.0005,,-0.006522,2024,0
79,Identical Brains Studios Limited,2024-12-26,54,99.75,0.008472,,-0.002222,2024,0
80,NACDAC Infrastructure Limited,2024-12-24,35,69.82,0.009949,40.25,0.0015,2024,0
81,Hamps Bio Limited,2024-12-20,51,101.74,0.009949,42.5,-0.001667,2024,0
82,Yash Highvoltage Limited,2024-12-19,146,285.63,0.009564,340.8,0.013342,2024,0
83,Purple United Sales Limited,2024-12-18,126,208.95,0.006583,,0.015091,2024,0
84,Supreme Facility Management Limited,2024-12-18,76,71.25,-0.000625,,-0.00573,2024,0
85,Jungle Camps India Limited,2024-12-17,72,129.96,0.00805,63.9,-0.001125,2024,0
86,Toss The Coin Limited,2024-12-17,182,363.05,0.009948,430.5,0.013654,2024,0
87,Dhanlaxmi Crop Science Ltd,2024-12-16,55,109.7,0.009945,,-0.000209,2024,0
88,Emerald Tyre Manufacturers Limited,2024-12-12,95,189.5,0.009947000000000001,,0.002947,2024,0
89,Nisus Finance Services Co Limited,2024-12-11,180,236.25,0.003125,275.5,0.005306,2024,0
90,Ganesh Infraworld Limited,2024-12-06,83,165.55,0.009946,,0.009542,2024,0
91,Agarwal Toughened Glass India Limited,2024-12-05,108,141.75,0.003125,,0.001787,2024,0
92,Apex Ecotech Limited,2024-12-04,73,145.6,0.009945,,0.007123000000000001,2024,0
93,Abha Power and Steel Limited,2024-12-04,75,77.8,0.000373,,-0.005873000000000001,2024,0
94,C2C Advanced Systems Limited,2024-12-03,226,450.85,0.009949,,0.015223,2024,0
95,Rajputana Biodiesel Limited,2024-12-03,130,259.35,0.00995,,0.007522999999999999,2024,0
96,Rajesh Power Services Limited,2024-12-02,335,668.3,0.009949,1508.05,0.035016,2024,0
97,Lamosaic India Limited,2024-11-29,200,172.2,-0.00139,,-0.008067999999999999,2024,0
98,Onyx Biotec Limited,2024-11-22,61,56.75,-0.000697,,-0.00191,2024,0
99,Mangal Compusolution Limited,2024-11-21,45,42.75,-0.0005,45.47,0.000104,2024,0
100,Neelam Linens and Garments (India) Ltd,2024-11-18,24,38.05,0.005854000000000001,,0.000667,2024,0
101,Usha Financial Services Limited,2024-10-31,168,155.85,-0.000723,,-0.005536,2024,0
102,Danish Power Limited,2024-10-29,380,598.5,0.00575,,0.018024,2024,0
103,United Heat Transfer Limited,2024-10-29,59,63.95,0.000839,,0.002712,2024,0
104,OBSC Perfection Limited,2024-10-29,100,115.5,0.00155,,0.019145,2024,0
105,Rapid Fleet Management Services Limited,2025-03-28,192,200.9,0.0004639999999999999,,0.000156,2024,0
106,Active Infrastructures Limited,2025-03-28,181,175.6,-0.000298,,-0.000608,2024,0
107,Grand Continent Hotels Limited,2025-03-27,113,107.25,-0.000509,,0.003765,2024,0
108,Paradeep Parivahan Limited,2025-03-24,98,82.32,-0.0016,111.75,0.001403,2024,0
109,Divine Hira Jewellers Limited,2025-03-24,90,85.5,-0.0005,,-0.004078,2024,0
110,Super Iron Foundry Limited,2025-03-19,108,102.6,-0.0005,34.79,-0.006778999999999999,2024,0
111,PDP Shipping & Projects Limited,2025-03-18,135,102.85,-0.002381,88.0,-0.003481,2024,0
112,NAPS Global India Limited,2025-03-11,90,102.6,0.0014,42.26,-0.005304,2024,0
113,Balaji Phosphates Limited,2025-03-07,70,74.35,0.000621,,0.010557,2024,0
114,Shreenath Paper Products Limited,2025-03-05,44,33.44,-0.0024,18.84,-0.005718,2024,0
115,Nukleus Office Solutions Limited,2025-03-04,234,196.55,-0.0016,180.9,-0.002269,2024,0
116,Beezaasan Explotech Limited,2025-03-03,175,153.3,-0.00124,245.0,0.004,2024,0
117,HP Telecom India Limited,2025-02-28,108,115.05,0.0006529999999999999,,0.008889000000000001,2024,0
118,Swasth Foodtech India Limited,2025-02-28,94,89.3,-0.0005,30.25,-0.006782,2024,0
119,Royalarc Electrodes Limited,2025-02-24,120,121.3,0.000108,,0.0025,2024,0
120,Tejas Cargo India Limited,2025-02-24,168,168.0,0.0,,-0.000137,2024,0
121,L.K. Mehta Polymers Limited,2025-02-21,71,68.29,-0.000382,52.05,-0.002669,2024,0
122,Shanmuga Hospital Limited,2025-02-21,54,51.3,-0.0005,37.32,-0.003089,2024,0
123,PS Raj Steels Limited,2025-02-19,140,150.6,0.0007570000000000001,,0.0008359999999999999,2024,0
124,Voler Car Limited,2025-02-19,90,91.45,0.000161,,-0.000189,2024,0
125,Maxvolt Energy Industries Limited,2025-02-19,180,180.9,5e-05,,0.0024,2024,0
126,Chandan Healthcare Limited,2025-02-17,159,173.35,0.000903,,0.003289,2024,0
127,Eleganz Interiors Limited,2025-02-14,130,116.05,-0.001073,,-0.000304,2024,0
128,Solarium Green Energy Limited,2025-02-13,191,211.9,0.001094,417.95,0.011882,2024,0
129,Readymix Construction Machinery Limited,2025-02-13,123,116.85,-0.0005,,-0.002329,2024,0
130,Ken Enterprises Limited,2025-02-12,94,80.75,-0.00141,,-0.005638,2024,0
131,Amwill Healthcare Limited,2025-02-12,111,93.25,-0.001599,70.74,-0.003627,2024,0
132,Chamunda Electrical Limited,2025-02-11,50,66.5,0.0033,,-0.00123,2024,0
133,Malpani Pipes And Fittings Limited,2025-02-04,90,84.04,-0.0006619999999999999,73.0,-0.001889,2024,0
134,GB Logistics Commerce Limited,2025-01-31,102,81.75,-0.001985,44.78,-0.00561,2024,0
135,H.M. Electro Mech Limited,2025-01-31,75,77.04,0.000272,68.57,-0.000857,2024,0
136,CLN Energy Limited,2025-01-30,250,254.15,0.000166,478.0,0.00912,2024,0
137,Rexpro Enterprises Limited,2025-01-29,145,111.15,-0.002334,,-0.004014,2024,0
138,CapitalNumbers Infotech Limited,2025-01-27,263,261.35,-6.3e-05,132.0,-0.004981,2024,0
139,EMA Partners India Limited,2025-01-24,124,148.7,0.001992,,-8.5e-05,2024,0
140,Landmark Immigration Consultants Limited,2025-01-23,72,75.07,0.000426,60.05,-0.00166,2024,0
141,Kabra Jewels Limited,2025-01-22,128,255.35,0.009949,,-0.000195,2024,0
142,Rikhav Securities Limited,2025-01-22,86,171.55,0.009948,58.95,-0.003145,2024,0
143,Barflex Polyfilms Limited,2025-01-20,60,63.0,0.0005,,0.001608,2024,0
144,Sat Kartar Shopping Limited,2025-01-17,81,161.55,0.009944,,0.015611,2024,0
145,B.R.Goyal Infrastructure Limited,2025-01-14,135,142.5,0.000556,125.0,-0.000741,2024,0
146,Delta Autocorp Limited,2025-01-14,130,167.25,0.002865,,-0.003946,2024,0
147,Avax Apparels And Ornaments Limited,2025-01-14,70,139.65,0.00995,119.2,0.007029,2024,0
148,Indobell Insulation Limited,2025-01-13,46,91.77,0.00995,131.75,0.018641,2024,0
149,Fabtech Technologies Cleanrooms Limited,2025-01-10,85,169.57,0.009949,345.0,0.030588,2024,0
150,Davin Sons Retail Limited,2025-01-09,55,46.2,-0.0016,18.53,-0.006631000000000001,2024,0
151,Parmeshwar Metal Limited,2025-01-09,61,88.72,0.004544,69.0,0.001311,2024,0
152,Leo Dry Fruits and Spices Trading Ltd,2025-01-08,52,71.36,0.003723,83.5,0.006058,2024,0
153,Technichem Organics Limited,2025-01-07,55,63.11,0.001475,44.1,-0.001982,2024,0
154,Citichem India Limited,2025-01-03,70,68.28,-0.000246,26.56,-0.006206000000000001,2024,0
155,Anya Polytech & Fertilizers Limited,2025-01-02,14,17.95,0.002821,,0.009285999999999999,2024,0
156,Trident Techlabs Limited,2023-12-29,35,103.05,0.019443,,0.133043,2023,1
157,Supreme Power Equipment Limited,2023-12-29,65,102.9,0.005830999999999999,,0.0199,2023,0
158,Indifra Limited,2023-12-29,65,68.4,0.000523,,-0.007385,2023,0
159,Shanti Spintex Limited,2023-12-27,70,79.8,0.0014,66.51,-0.000499,2023,0
160,Electro Force (India) Limited,2023-12-27,93,105.0,0.00129,,-0.004522,2023,0
161,Sahara Maritime Limited,2023-12-26,81,81.16,2e-05,36.64,-0.005476999999999999,2023,0
162,Benchmark Computer Solutions Limited,2023-12-21,66,77.12,0.001685,27.72,-0.0058,2023,0
163,Siyaram Recycling Industries Limited,2023-12-21,46,57.75,0.002554,123.2,0.016783,2023,0
164,Shree OSFM E-Mobility Limited,2023-12-21,65,68.25,0.0005,,0.007845999999999999,2023,0
165,S J Logistics (India) Limited,2023-12-19,125,183.75,0.004699999999999999,,0.028812,2023,0
166,Presstonic Engineering Limited,2023-12-18,72,147.0,0.010417,,0.004562,2023,0
167,Accent Microcell Limited,2023-12-15,140,315.0,0.0125,,0.006411,2023,0
168,Graphisads Limited,2023-12-13,111,105.95,-0.000455,,-0.006126,2023,0
169,Sheetal Universal Limited,2023-12-11,70,75.4,0.000771,,0.008486,2023,0
170,Net Avenue Technologies Limited,2023-12-08,18,39.9,0.012167,,-0.006694,2023,0
171,Marinetrans India Limited,2023-12-08,26,31.0,0.001923,,-0.003788,2023,0
172,Deepak Chemtex Limited,2023-12-06,80,159.6,0.00995,145.3,0.008163,2023,0
173,AMIC Forging Limited,2023-12-06,126,251.35,0.009948,1579.05,0.115321,2023,1
174,Swashthik Plascon Limited,2023-12-05,86,126.1,0.004663,45.09,-0.004757,2023,0
175,Rockingdeals Circular Economy Limited,2023-11-30,140,315.0,0.0125,,0.002486,2023,0
176,Arrowhead Seperation Engineering Limited,2023-11-28,233,237.5,0.000193,75.54,-0.006757999999999999,2023,0
177,Sunrest Lifescience Limited,2023-11-20,84,79.8,-0.0005,,-0.003708,2023,0
178,Kalyani Cast Tech Ltd,2023-11-17,139,277.3,0.00995,508.6,0.02659,2023,0
179,ROX Hi-Tech Limited,2023-11-16,83,141.75,0.007078,,-0.004325,2023,0
180,Baba Food Processing India Limited,2023-11-15,76,72.2,-0.0005,,-0.004803,2023,0
181,Micropro Software Solutions Limited,2023-11-10,81,76.0,-0.0006169999999999999,,-0.007179,2023,0
182,SAR Televenture Limited,2023-11-08,55,110.25,0.010045,,0.035245,2023,0
183,Maitreya Medicare Limited,2023-11-07,82,154.45,0.008834999999999999,,0.023884,2023,0
184,Mish Designs Limited,2023-11-07,122,152.0,0.002459,71.35,-0.004152,2023,0
185,Transteel Seating Technologies Limited,2023-11-06,70,93.3,0.003329,,0.0085,2023,0
186,KK Shah Hospitals Limited,2023-11-06,45,58.9,0.003089,44.5,-0.000111,2023,0
187,Vrundavan Plantation Limited,2023-11-06,108,101.65,-0.000588,51.1,-0.005269,2023,0
188,Paragon Fine And Speciality Chemicals Limited,2023-11-03,100,213.75,0.011375,,-0.00351,2023,0
189,Shanthala FMCG Products Limited,2023-11-03,91,103.55,0.001379,,-0.006637,2023,0
190,On Door Concepts Limited,2023-11-01,208,203.4,-0.000221,,-0.002212,2023,0
191,Rajgor Castor Derivatives Limited,2023-10-31,50,61.1,0.00222,,-0.00542,2023,0
192,WomanCart Limited,2023-10-27,86,122.85,0.004285,,0.017384,2023,0
193,Arvind and Company Shipping Agencies Limited,2023-10-25,45,80.05,0.007789000000000001,,0.005867,2023,0
194,Committed Cargo Care Limited,2023-10-18,77,86.1,0.001182,,0.021831,2023,0
195,Plada Infotech Services Limited,2023-10-13,48,56.05,0.001677,,-0.005500000000000001,2023,0
196,Sharp Chucks And Machines Limited,2023-10-12,58,65.05,0.001216,,0.003284,2023,0
197,Karnika Industries Limited,2023-10-12,76,82.6,0.0008680000000000001,,0.075796,2023,0
198,Vivaa Tradecom Limited,2023-10-12,51,42.54,-0.001659,49.8,-0.000235,2023,0
199,Sunita Tools Limited,2023-10-11,145,147.25,0.000155,822.6,0.04673099999999999,2023,0
200,Goyal Salt Limited,2023-10-11,38,136.1,0.025816,,0.032105,2023,0
201,Oneclick Logistics India Limited,2023-10-11,99,133.0,0.003434,,0.009192,2023,0
202,Canarys Automations Limited,2023-10-11,31,41.3,0.003323,,-0.0004349999999999999,2023,0
203,Vishnusurya Projects and Infra Limited,2023-10-10,68,76.65,0.001272,,0.016449,2023,0
204,Kontor Space Limited,2023-10-10,93,115.9,0.002462,,-0.000661,2023,0
205,City Crops Agro Limited,2023-10-10,25,25.42,0.000168,26.0,0.0004,2023,0
206,Arabian Petroleum Limited,2023-10-09,70,76.25,0.000893,,0.000714,2023,0
207,E Factor Experiences Limited,2023-10-09,75,120.75,0.0061,,0.0184,2023,0
208,Organic Recycling Systems Limited,2023-10-06,200,225.75,0.001288,262.0,0.0031,2023,0
209,Vinyas Innovative Technologies Limited,2023-10-06,165,346.5,0.011,,0.050606,2023,0
210,Inspire Films Limited,2023-10-05,59,67.85,0.0015,,-0.006686,2023,0
211,Newjaisa Technologies Limited,2023-10-05,47,70.8,0.005064,,-0.000957,2023,0
212,Digikore Studios Limited,2023-10-04,171,283.5,0.006579000000000001,,-0.000526,2023,0
213,Mangalam Alloys Limited,2023-10-04,80,76.0,-0.0005,,-0.002,2023,0
214,Saakshi Medtech and Panels Limited,2023-10-03,97,153.3,0.005804,,0.007572,2023,0
215,Master Components Limited,2023-09-29,140,140.2,1.4e-05,,0.014754,2023,0
216,Cellecor Gadgets Limited,2023-09-28,92,96.6,0.0005,,0.030761,2023,0
217,Hi-Green Carbon Limited,2023-09-28,75,80.85,0.00078,,0.01878,2023,0
218,Marco Cables & Conductors Limited,2023-09-28,36,40.6,0.001278,,0.001806,2023,0
219,Kody Technolab Limited,2023-09-27,160,178.5,0.001156,,0.042625,2023,0
220,Techknowgreen Solutions Limited,2023-09-27,86,91.35,0.0006219999999999999,155.55,0.008087,2023,0
221,Kundan Edifice Limited,2023-09-26,91,78.75,-0.001346,,0.003846,2023,0
222,Madhusudan Masala Limited,2023-09-26,70,114.0,0.006286000000000001,,0.011286,2023,0
223,Chavda Infra Limited,2023-09-25,65,86.45,0.0033,,0.009623,2023,0
224,Holmarc Opto-Mechatronics Limited,2023-09-25,40,68.5,0.007125,,0.02075,2023,0
225,Unihealth Consultancy Limited,2023-09-21,132,133.0,7.6e-05,,0.003258,2023,0
226,Meson Valves India Limited,2023-09-21,102,203.45,0.009946,433.0,0.032451,2023,0
227,Jiwanram Sheoduttrai Industries Limited,2023-09-18,23,28.5,0.002391,,-0.005043,2023,0
228,Kahan Packaging Limited,2023-09-15,80,159.6,0.00995,67.0,-0.001625,2023,0
229,Saroja Pharma Industries India Limited,2023-09-13,84,68.25,-0.001875,,-0.005476,2023,0
230,Pramara Promotions Limited,2023-09-13,63,116.55,0.0085,,0.018556,2023,0
231,Basilic Fly Studio Limited,2023-09-11,97,284.55,0.019335,,0.035876,2023,0
232,Mono Pharmacare Limited,2023-09-07,28,30.45,0.0008749999999999999,,-0.001696,2023,0
233,C P S Shapers Limited,2023-09-07,185,472.5,0.015541,,0.037568,2023,0
234,Sahaj Fashions Limited,2023-09-06,30,30.35,0.000117,,-0.006233,2023,0
235,Sungarner Energies Limited,2023-08-31,83,262.35,0.021608,,0.027861,2023,0
236,Crop Life Science Limited,2023-08-30,52,53.15,0.000221,,-0.000192,2023,0
237,Bondada Engineering Limited,2023-08-30,75,149.62,0.009949,430.5,0.0474,2023,0
238,Shoora Designs Limited,2023-08-29,48,95.76,0.00995,77.7,0.006188,2023,0
239,Shelter Pharma Limited,2023-08-23,42,41.96,-1e-05,43.0,0.000238,2023,0
240,Srivari Spices and Foods Limited,2023-08-18,42,106.55,0.015369,,0.027762,2023,0
241,Yudiz Solutions Limited,2023-08-17,165,181.4,0.000994,,-0.008048,2023,0
242,Sangani Hospitals Limited,2023-08-17,40,41.85,0.000463,,0.00825,2023,0
243,Vinsys IT Services Limited,2023-08-11,128,217.6,0.006999999999999999,,0.021609,2023,0
244,Oriana Power Limited,2023-08-11,118,317.1,0.016873,,0.179542,2023,1
245,Zeal Global Services Limited,2023-08-09,103,170.15,0.006519,,0.003107,2023,0
246,Khazanchi Jewellers Limited,2023-08-07,140,149.4,0.000671,560.3,0.030021,2023,0
247,Shri Techtex Limited,2023-08-04,61,85.2,0.003967,,0.00409,2023,0
248,Innovatus Entertainment Networks Limited,2023-08-04,50,46.52,-0.000696,14.15,-0.007169999999999999,2023,0
249,Yasons Chemex Care Limited,2023-08-03,40,33.6,-0.0016,,-0.0066,2023,0
250,Service Care Limited,2023-07-26,67,67.55,8.2e-05,,-0.000634,2023,0
251,Asarfi Hospital Limited,2023-07-26,52,103.74,0.00995,135.05,0.015971,2023,0
252,Drone Destination Limited,2023-07-21,65,102.1,0.005708,,0.007154000000000001,2023,0
253,Ahasolar Technologies Limited,2023-07-21,157,213.15,0.003576,103.0,-0.003439,2023,0
254,Kaka Industries Limited,2023-07-19,58,115.71,0.00995,203.0,0.025,2023,0
255,AccelerateBS India Limited,2023-07-19,90,114.97,0.002774,113.7,0.002633,2023,0
256,Alphalogic Industries Limited,2023-07-14,96,96.29,3e-05,121.65,0.002672,2023,0
257,Tridhya Tech Limited,2023-07-13,42,44.1,0.0005,,-0.005012,2023,0
258,Synoptics Technologies Limited,2023-07-13,237,226.1,-0.00046,,-0.007006,2023,0
259,Global Pet Industries Limited,2023-07-10,49,52.8,0.000776,,0.018418,2023,0
260,Pentagon Rubber Limited,2023-07-07,70,123.5,0.007643,,-7.1e-05,2023,0
261,Essen Speciality Films Limited,2023-07-06,107,147.0,0.003738,,0.029075,2023,0
262,Greenchef Appliances Limited,2023-07-06,87,109.2,0.002552,,-0.002805,2023,0
263,Magson Retail And Distribution Limited,2023-07-06,65,95.7,0.004723,,0.0114,2023,0
264,Veefin Solutions Limited,2023-07-05,82,90.22,0.001002,345.0,0.032073,2023,0
265,Cosmic CRF Limited,2023-06-30,314,238.65,-0.0024,1594.7,0.040787,2023,0
266,Vilin Bio Med Limited,2023-06-30,30,28.5,-0.0005,,-0.000533,2023,0
267,Aatmaj Healthcare Limited,2023-06-30,60,53.2,-0.001133,,-0.0068,2023,0
268,Cell Point (India) Limited,2023-06-28,100,95.0,-0.0005,,-0.00801,2023,0
269,Bizotic Commercial Limited,2023-06-23,175,171.0,-0.000229,171.4,-0.000206,2023,0
270,Spectrum Talent Management Limited,2023-06-22,173,147.25,-0.001488,,-0.002945,2023,0
271,Urban Enviro Waste Management Limited,2023-06-22,100,148.05,0.004805,,0.005600000000000001,2023,0
272,Sonalis Consumer Products Limited,2023-06-19,30,39.9,0.0033,72.27,0.01409,2023,0
273,Kore Digital Limited,2023-06-14,180,190.95,0.000608,,0.006319,2023,0
274,Comrade Appliances Limited,2023-06-13,54,91.35,0.006917,79.1,0.004648,2023,0
275,CFF Fluid Control Limited,2023-06-12,165,183.75,0.001136,619.3,0.027533,2023,0
276,Sahana System Limited,2023-06-12,135,171.15,0.002678,,0.105489,2023,1
277,Infollion Research Services Limited,2023-06-08,82,198.55,0.014213,,0.052512,2023,0
278,Hemant Surgical Industries Limited,2023-06-05,90,179.55,0.00995,98.95,0.000994,2023,0
279,Proventus Agrocom Limited,2023-06-05,771,862.05,0.001181,,0.00297,2023,0
280,Crayons Advertising Limited,2023-06-02,65,94.5,0.004537999999999999,,-0.002592,2023,0
